1513,281.08,0,1356.4,0.64,15.3,4.09,15.81
1512,281.06,16.7,1356.3,-1.37,14.94,3.01,15.56
1511,281.04,0,1356.3,-1.9,13.71,2.76,14.25
1510,281.02,0,1356.4,0.86,15.04,4.3,15.6
1509,281,0,1356.4,-0.35,16.32,3.62,16.85
1508,280.98,0,1356.5,-1.76,15.27,2.95,15.67
1507,280.95,0,1356.6,2.4,15.3,5.3,15.81
1506,280.93,0,1356.6,1.67,15.27,5.13,15.99
1505,280.9,0,1356.6,1.71,14.12,5.03,14.75
1504,280.87,0,1356.5,-1.11,17.15,3.11,17.43
1503,280.84,0,1356.3,-1.24,17.12,2.99,17.47
1502,280.8,6.5,1356.2,0.3,16.11,3.82,16.71
1501,280.76,0,1356.1,-0.06,14.81,3.71,15.35
1500,280.72,0,1356.1,0.39,15.42,4.23,16.2
